state,district,date,pincode,demo_age_5_17,demo_age_17_
Bihar,West Champaran,2025-03-31,7607477,1763,18887
Bihar,West Champaran,2025-09-30,117497762,1111,19401
Bihar,West Champaran,2025-10-31,52410128,453,7159
Bihar,West Champaran,2025-11-30,63397743,514,6479
Bihar,West Champaran,2025-12-31,87065646,774,7228
Chandigarh,Chandigarh,2025-03-31,960256,399,2543
Chandigarh,Chandigarh,2025-04-30,1120243,1668,4995
Chandigarh,Chandigarh,2025-05-31,800228,944,4238
Chandigarh,Chandigarh,2025-06-30,480184,317,3009
Chandigarh,Chandigarh,2025-07-31,640181,963,4061
Chandigarh,Chandigarh,2025-09-30,21085749,210,1523
Chandigarh,Chandigarh,2025-10-31,9441817,59,561
Chandigarh,Chandigarh,2025-11-30,15983820,148,1254
Chandigarh,Chandigarh,2025-12-31,17744682,145,1637
Chandigarh,Mohali,2025-09-30,140603,0,1
Chandigarh,Rupnagar,2025-09-30,640097,0,4
Chandigarh,Rupnagar,2025-11-30,160014,0,1
Chhatisgarh,Raipur,2025-12-31,987778,0,2
Chhattisgarh,Balod,2025-03-31,1474224,247,3160
Chhattisgarh,Balod,2025-04-30,982449,230,1209
Chhattisgarh,Balod,2025-05-31,982454,186,1455
Chhattisgarh,Balod,2025-06-30,491222,97,920
Chhattisgarh,Balod,2025-07-31,982450,280,1431
Chhattisgarh,Balod,2025-09-30,34398087,143,2280
Chhattisgarh,Balod,2025-10-31,13759743,33,580
Chhattisgarh,Balod,2025-11-30,23602227,140,1101
Chhattisgarh,Balod,2025-12-31,29492536,236,1473
Chhattisgarh,Baloda Bazar,2025-03-31,2959769,131,5790
Chhattisgarh,Baloda Bazar,2025-04-30,493118,63,1784
Chhattisgarh,Baloda Bazar,2025-05-31,493118,195,2667
Chhattisgarh,Baloda Bazar,2025-06-30,986347,548,7818
Chhattisgarh,Baloda Bazar,2025-07-31,1479678,593,5354
Chhattisgarh,Baloda Bazar,2025-09-30,59187766,354,5434
Chhattisgarh,Baloda Bazar,2025-10-31,23179259,122,1616
Chhattisgarh,Baloda Bazar,2025-11-30,49829597,287,3013
Chhattisgarh,Baloda Bazar,2025-12-31,54761155,499,4465
Chhattisgarh,Balrampur,2025-03-31,994120,41,622
Chhattisgarh,Balrampur,2025-06-30,497225,370,9334
Chhattisgarh,Balrampur,2025-09-30,22869335,176,3137
Chhattisgarh,Balrampur,2025-10-31,10936957,36,481
Chhattisgarh,Balrampur,2025-11-30,11932042,77,830
Chhattisgarh,Balrampur,2025-12-31,20384312,144,1725
Chhattisgarh,Bastar,2025-03-31,2470788,212,2740
Chhattisgarh,Bastar,2025-05-31,494442,162,1256
Chhattisgarh,Bastar,2025-06-30,1482453,706,5511
Chhattisgarh,Bastar,2025-09-30,38052286,266,4627
Chhattisgarh,Bastar,2025-10-31,19766539,132,1521
Chhattisgarh,Bastar,2025-11-30,20260102,284,1520
Chhattisgarh,Bastar,2025-12-31,27675752,565,2701
Chhattisgarh,Bemetara,2025-03-31,1474666,171,4330
Chhattisgarh,Bemetara,2025-04-30,491335,135,1607
Chhattisgarh,Bemetara,2025-05-31,491335,237,2875
Chhattisgarh,Bemetara,2025-09-30,30956796,225,2674
Chhattisgarh,Bemetara,2025-10-31,18183728,77,1239
Chhattisgarh,Bemetara,2025-11-30,18666698,115,1347
Chhattisgarh,Bemetara,2025-12-31,23091422,186,1712
Chhattisgarh,Bijapur,2025-03-31,988892,130,1104
Chhattisgarh,Bijapur,2025-09-30,16316736,59,512
Chhattisgarh,Bijapur,2025-10-31,5438906,7,97
Chhattisgarh,Bijapur,2025-11-30,13349378,45,327
Chhattisgarh,Bijapur,2025-12-31,12855568,53,631
Chhattisgarh,Bilaspur,2025-03-31,3467768,194,4447
Chhattisgarh,Bilaspur,2025-06-30,990775,891,9454
Chhattisgarh,Bilaspur,2025-07-31,2476108,1131,8285
Chhattisgarh,Bilaspur,2025-09-30,74285656,296,4161
Chhattisgarh,Bilaspur,2025-10-31,40611578,152,2603
